,index,start_date_time,title,price,ticket_url,type,venue
148,148,2023-10-21T16:00:00.000000Z,Paul van Dyk pres. VENTURE X,30,http://www.melkweg.nl//nl/agenda/paul-van-dyk-21-10-2023,Concert,melkweg
149,149,2023-10-21T17:00:00.000000Z,GoldFish,30,http://www.melkweg.nl//nl/agenda/goldfish-21-10-2023,Concert,melkweg
150,150,2023-10-21T17:00:00.000000Z,Joost van Bellen Gaat Door: Lynks & WaqWaq Kingdom,30,http://www.melkweg.nl//nl/agenda/joost-van-bellen-gaat-door-lynks-waqwaq-kingdom-21-10-2023,Concert,melkweg
151,151,2023-10-21T21:30:00.000000Z,Hospitality: Metrik / P Money & Whiney / Flava D e.a.,30,http://www.melkweg.nl//nl/agenda/hospitality-21-10-2023,Concert,melkweg
152,152,2023-10-21T21:59:00.000000Z,Sam Feldt presents a Heartfeldt ADE,30,http://www.melkweg.nl//nl/agenda/sam-feldt-presents-a-heartfeldt-21-10-2023,Concert,melkweg
153,153,2023-10-22T18:00:00.000000Z,Indo Warehouse,30,http://www.melkweg.nl//nl/agenda/indo-warehouse-22-10-2023,Concert,melkweg
154,154,2023-10-22T19:00:00.000000Z,Hush.,30,http://www.melkweg.nl//nl/agenda/hush-22-10-2023,Concert,melkweg
155,155,2023-10-25T17:00:00.000000Z,City and Colour,30,http://www.melkweg.nl//nl/agenda/city-colour-25-10-2023,Concert,melkweg
156,156,2023-10-25T17:30:00.000000Z,King Buffalo,30,http://www.melkweg.nl//nl/agenda/king-buffalo-2023-25-10-2023,Concert,melkweg
157,157,2023-10-25T18:00:00.000000Z,Kxllswxtch,30,http://www.melkweg.nl//nl/agenda/kxllswxtch-25-10-2023,Concert,melkweg
158,158,2023-10-26T17:00:00.000000Z,Morad,30,http://www.melkweg.nl//nl/agenda/morad-26-10-2023,Concert,melkweg
159,159,2023-10-26T18:00:00.000000Z,Aime Simone,30,http://www.melkweg.nl//nl/agenda/aime-simone-26-10-2023,Concert,melkweg
160,160,2023-10-27T13:15:00.000000Z,MeneerTjes SlodDe & VoS in de Geluidentuin,30,http://www.melkweg.nl//nl/agenda/meneertjes-slodde-vos-in-de-geluidentuin-27-10-2023,Concert,melkweg
161,161,2023-10-27T15:30:00.000000Z,Thy Art Is Murder,30,http://www.melkweg.nl//nl/agenda/thy-art-is-murder-27-10-2023,Concert,melkweg
